term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"world's green ski","world's green ski","1","1000","0.001","",""
"world's forests electricity","world's forests electricity","1","1000","0.001","",""
"world's electricity generation","world's electricity generation","1","1000","0.001","",""
"world's biggest user","world's biggest user","1","1000","0.001","",""
"world's biggest spirits","world's biggest spirits","1","1000","0.001","",""
"world's 7.6 billion","world's 7.6 billion","1","1000","0.001","",""
"world tons acre","world tons acre","1","1000","0.001","",""
"world slow climate","world slow climate","1","1000","0.001","",""
"world renewable energy","world renewable energy","1","1000","0.001","",""
"world relied renewable","world relied renewable","1","1000","0.001","",""
"world recognized emissions","world recognized emissions","1","1000","0.001","",""
"world protect biomass","world protect biomass","1","1000","0.001","",""
"world power transportation","world power transportation","1","1000","0.001","",""
"world petitioning eu","world petitioning eu","1","1000","0.001","",""
"world including brazil","world including brazil","1","1000","0.001","",""
"world facing rapid","world facing rapid","1","1000","0.001","",""
"world exceeding fossil","world exceeding fossil","1","1000","0.001","",""
"world estimates percent","world estimates percent","1","1000","0.001","",""
"world days heat","world days heat","1","1000","0.001","",""
"works total human","works total human","1","1000","0.001","",""
"works steps producing","works steps producing","1","1000","0.001","",""
"working second-generation technology","working second-generation technology","1","1000","0.001","",""
"working pulp paper","working pulp paper","1","1000","0.001","",""
"working groups chart","working groups chart","1","1000","0.001","",""
"worked relentlessly undo","worked relentlessly undo","1","1000","0.001","",""
"worked biomass emissions","worked biomass emissions","1","1000","0.001","",""
"work nonprofits specialize","work nonprofits specialize","1","1000","0.001","",""
"work insect biomass","work insect biomass","1","1000","0.001","",""
"work department interior","work department interior","1","1000","0.001","",""
"work biomass energy","work biomass energy","1","1000","0.001","",""
"words practice profound","words practice profound","1","1000","0.001","",""
"words dollars scholarship","words dollars scholarship","1","1000","0.001","",""
"word deforestation burning","word deforestation burning","1","1000","0.001","",""
"woody material ideal","woody material ideal","1","1000","0.001","",""
"woody material biomass","woody material biomass","1","1000","0.001","",""
"woody biomass role","woody biomass role","1","1000","0.001","",""
"woody biomass pellets","woody biomass pellets","1","1000","0.001","",""
"woody biomass material","woody biomass material","1","1000","0.001","",""
"woody biomass landscape","woody biomass landscape","1","1000","0.001","",""
"woody biomass grasses","woody biomass grasses","1","1000","0.001","",""
"woody biomass ethanol","woody biomass ethanol","1","1000","0.001","",""
"woody biomass electricity","woody biomass electricity","1","1000","0.001","",""
"woody biomass carbon","woody biomass carbon","1","1000","0.001","",""
"woody biomass black","woody biomass black","1","1000","0.001","",""
"woody biomass biofuels","woody biomass biofuels","1","1000","0.001","",""
"woody biomass 1.1","woody biomass 1.1","1","1000","0.001","",""
"woodland biomass power","woodland biomass power","1","1000","0.001","",""
"woodcock 617-626-7332 opposed","woodcock 617-626-7332 opposed","1","1000","0.001","",""
"woodchips heat residents","woodchips heat residents","1","1000","0.001","",""
"woodchips generate electricity","woodchips generate electricity","1","1000","0.001","",""
"woodchips converted energy","woodchips converted energy","1","1000","0.001","",""
"wood-fired power plant","wood-fired power plant","1","1000","0.001","",""
"wood-burning power plant","wood-burning power plant","1","1000","0.001","",""
"wood-burning biomass tap","wood-burning biomass tap","1","1000","0.001","",""
"wood-based biomass new","wood-based biomass new","1","1000","0.001","",""
"wood-based biomass emissions","wood-based biomass emissions","1","1000","0.001","",""
"wood waste wood","wood waste wood","1","1000","0.001","",""
"wood waste mill","wood waste mill","1","1000","0.001","",""
"wood waste generate","wood waste generate","1","1000","0.001","",""
"wood waste fallen","wood waste fallen","1","1000","0.001","",""
"wood supply praised","wood supply praised","1","1000","0.001","",""
"wood stuff created","wood stuff created","1","1000","0.001","",""
"wood stoves burn","wood stoves burn","1","1000","0.001","",""
"wood slows growth","wood slows growth","1","1000","0.001","",""
"wood scraps sawdust","wood scraps sawdust","1","1000","0.001","",""
"wood sawdust produce","wood sawdust produce","1","1000","0.001","",""
"wood renewable collection","wood renewable collection","1","1000","0.001","",""
"wood recovered construction","wood recovered construction","1","1000","0.001","",""
"wood pulped biomass","wood pulped biomass","1","1000","0.001","",""
"wood products timber","wood products timber","1","1000","0.001","",""
"wood products long","wood products long","1","1000","0.001","",""
"wood products aire","wood products aire","1","1000","0.001","",""
"wood plentiful people","wood plentiful people","1","1000","0.001","",""
"wood pellets trees","wood pellets trees","1","1000","0.001","",""
"wood pellets required","wood pellets required","1","1000","0.001","",""
"wood pellets renewable","wood pellets renewable","1","1000","0.001","",""
"wood pellets imported","wood pellets imported","1","1000","0.001","",""
"wood pellets generate","wood pellets generate","1","1000","0.001","",""
"wood pellets fuel","wood pellets fuel","1","1000","0.001","",""
"wood pellets exporting","wood pellets exporting","1","1000","0.001","",""
"wood pellets energy","wood pellets energy","1","1000","0.001","",""
"wood pellets cut","wood pellets cut","1","1000","0.001","",""
"wood pellets considered","wood pellets considered","1","1000","0.001","",""
"wood pellets coal","wood pellets coal","1","1000","0.001","",""
"wood pellets canada","wood pellets canada","1","1000","0.001","",""
"wood pellet stove","wood pellet stove","1","1000","0.001","",""
"wood pellet plants","wood pellet plants","1","1000","0.001","",""
"wood pellet market","wood pellet market","1","1000","0.001","",""
"wood pellet burning","wood pellet burning","1","1000","0.001","",""
"wood panels executives","wood panels executives","1","1000","0.001","",""
"wood manufacturing operations","wood manufacturing operations","1","1000","0.001","",""
"wood main source","wood main source","1","1000","0.001","",""
"wood longitudinal fragmentation","wood longitudinal fragmentation","1","1000","0.001","",""
"wood harvested estonia","wood harvested estonia","1","1000","0.001","",""
"wood good timber","wood good timber","1","1000","0.001","",""
"wood generate electricity","wood generate electricity","1","1000","0.001","",""
"wood forestry land","wood forestry land","1","1000","0.001","",""
"wood forest industry","wood forest industry","1","1000","0.001","",""
"wood fish coal","wood fish coal","1","1000","0.001","",""
"wood energy biomass","wood energy biomass","1","1000","0.001","",""
"wood decays ecosystems","wood decays ecosystems","1","1000","0.001","",""
"wood decayed assumption","wood decayed assumption","1","1000","0.001","",""
"wood crops forest","wood crops forest","1","1000","0.001","",""
"wood crops biomass","wood crops biomass","1","1000","0.001","",""
"wood create energy","wood create energy","1","1000","0.001","",""
"wood chips pellets","wood chips pellets","1","1000","0.001","",""
"wood chips offsetting","wood chips offsetting","1","1000","0.001","",""
"wood chips fuel","wood chips fuel","1","1000","0.001","",""
"wood chipper machines","wood chipper machines","1","1000","0.001","",""
"wood chip power","wood chip power","1","1000","0.001","",""
"wood chip burn","wood chip burn","1","1000","0.001","",""
"wood burned waste","wood burned waste","1","1000","0.001","",""
"wood burned flawed","wood burned flawed","1","1000","0.001","",""
"wood biomass removed","wood biomass removed","1","1000","0.001","",""
"wood biomass majority","wood biomass majority","1","1000","0.001","",""
"wood biomass generators","wood biomass generators","1","1000","0.001","",""
"wood biomass energy","wood biomass energy","1","1000","0.001","",""
"wood biomass debatable","wood biomass debatable","1","1000","0.001","",""
"wood alternative coal","wood alternative coal","1","1000","0.001","",""
"wood agricultural byproducts","wood agricultural byproducts","1","1000","0.001","",""
"won world's new","won world's new","1","1000","0.001","",""
"won slot work","won slot work","1","1000","0.001","",""
"wisely board lead","wisely board lead","1","1000","0.001","",""
"wisdom biomass source","wisdom biomass source","1","1000","0.001","",""
"winning projects lily","winning projects lily","1","1000","0.001","",""
"wine glasses charlie","wine glasses charlie","1","1000","0.001","",""
"wine diageo world's","wine diageo world's","1","1000","0.001","",""
"windows doors skylights","windows doors skylights","1","1000","0.001","",""
"windmills renewable energy","windmills renewable energy","1","1000","0.001","",""
"windfarms solar plants","windfarms solar plants","1","1000","0.001","",""
"windfarm north swansea","windfarm north swansea","1","1000","0.001","",""
"wind-power biomass hydropower","wind-power biomass hydropower","1","1000","0.001","",""
"wind watering down","wind watering down","1","1000","0.001","",""
"wind turbines retrofitted","wind turbines retrofitted","1","1000","0.001","",""
"wind turbines heating","wind turbines heating","1","1000","0.001","",""
"wind turbines generating","wind turbines generating","1","1000","0.001","",""
"wind turbines capable","wind turbines capable","1","1000","0.001","",""
"wind turbines biomass","wind turbines biomass","1","1000","0.001","",""
"wind turbine generate","wind turbine generate","1","1000","0.001","",""
"wind sun biomass","wind sun biomass","1","1000","0.001","",""
"wind solar so","wind solar so","1","1000","0.001","",""
"wind solar power","wind solar power","1","1000","0.001","",""
"wind solar nuclear","wind solar nuclear","1","1000","0.001","",""
"wind solar new","wind solar new","1","1000","0.001","",""
"wind solar loom","wind solar loom","1","1000","0.001","",""
"wind solar hydroelectric","wind solar hydroelectric","1","1000","0.001","",""
"wind solar hydro","wind solar hydro","1","1000","0.001","",""
"wind solar energy","wind solar energy","1","1000","0.001","",""
"wind solar created","wind solar created","1","1000","0.001","",""
"wind solar burning","wind solar burning","1","1000","0.001","",""
"wind solar accounted","wind solar accounted","1","1000","0.001","",""
"wind rubric renewable","wind rubric renewable","1","1000","0.001","",""
"wind projects new","wind projects new","1","1000","0.001","",""
"wind power hydropower","wind power hydropower","1","1000","0.001","",""
"wind power commitment","wind power commitment","1","1000","0.001","",""
"wind power billion","wind power billion","1","1000","0.001","",""
"wind percent renewables","wind percent renewables","1","1000","0.001","",""
"wind land planted","wind land planted","1","1000","0.001","",""
"wind hydro biomass","wind hydro biomass","1","1000","0.001","",""
"wind geothermal tidal","wind geothermal tidal","1","1000","0.001","",""
"wind geothermal small","wind geothermal small","1","1000","0.001","",""
"wind geothermal hydroelectric","wind geothermal hydroelectric","1","1000","0.001","",""
"wind gas biomass","wind gas biomass","1","1000","0.001","",""
"wind fossil fuels","wind fossil fuels","1","1000","0.001","",""
"wind farms regular","wind farms regular","1","1000","0.001","",""
"wind farms big","wind farms big","1","1000","0.001","",""
"wind farm proposed","wind farm proposed","1","1000","0.001","",""
"wind farm biomass","wind farm biomass","1","1000","0.001","",""
"wind farm 1,000","wind farm 1,000","1","1000","0.001","",""
"wind energy storage","wind energy storage","1","1000","0.001","",""
"wind energy rest","wind energy rest","1","1000","0.001","",""
"wind energy renewable","wind energy renewable","1","1000","0.001","",""
"wind energy reaching","wind energy reaching","1","1000","0.001","",""
"wind energy lead","wind energy lead","1","1000","0.001","",""
"wind energy generation","wind energy generation","1","1000","0.001","",""
"wind development explore","wind development explore","1","1000","0.001","",""
"wind declining investment","wind declining investment","1","1000","0.001","",""
"wind biomass w2e","wind biomass w2e","1","1000","0.001","",""
"wind biomass solar","wind biomass solar","1","1000","0.001","",""
"wind biomass provide","wind biomass provide","1","1000","0.001","",""
"wind biomass projects","wind biomass projects","1","1000","0.001","",""
"wind biomass power","wind biomass power","1","1000","0.001","",""
"wind biomass plants","wind biomass plants","1","1000","0.001","",""
"wind biomass percent","wind biomass percent","1","1000","0.001","",""
"wind biomass maine's","wind biomass maine's","1","1000","0.001","",""
"wind biomass hydropower","wind biomass hydropower","1","1000","0.001","",""
"wind biomass green","wind biomass green","1","1000","0.001","",""
"wind biomass equipment","wind biomass equipment","1","1000","0.001","",""
"wind biogas plant","wind biogas plant","1","1000","0.001","",""
"wind biofuels solar","wind biofuels solar","1","1000","0.001","",""
"wind battery biomass","wind battery biomass","1","1000","0.001","",""
"wind 4.4 petroleum","wind 4.4 petroleum","1","1000","0.001","",""
"win so lax","win so lax","1","1000","0.001","",""
"win prize end","win prize end","1","1000","0.001","",""
"win fixed-price government","win fixed-price government","1","1000","0.001","",""
"win bids million","win bids million","1","1000","0.001","",""
"willows planted biomass","willows planted biomass","1","1000","0.001","",""
"willing speak biomass","willing speak biomass","1","1000","0.001","",""
"willing investment fracking","willing investment fracking","1","1000","0.001","",""
"williams minn ethanol","williams minn ethanol","1","1000","0.001","",""
"william cheung marine","william cheung marine","1","1000","0.001","",""
"wilfully harmful coordinated","wilfully harmful coordinated","1","1000","0.001","",""
"wildlife time statues","wildlife time statues","1","1000","0.001","",""
"wildlife accounts percent","wildlife accounts percent","1","1000","0.001","",""
"wildflowers prairie grasses","wildflowers prairie grasses","1","1000","0.001","",""
"wildfire risk helping","wildfire risk helping","1","1000","0.001","",""
"wildfire logged xiv","wildfire logged xiv","1","1000","0.001","",""
"wild terrestrial vertebrate","wild terrestrial vertebrate","1","1000","0.001","",""
"wild mammals mammal","wild mammals mammal","1","1000","0.001","",""
"wild mammals land","wild mammals land","1","1000","0.001","",""
"wild mammals decline","wild mammals decline","1","1000","0.001","",""
"wild animals fallen","wild animals fallen","1","1000","0.001","",""
"wider sustainability goals","wider sustainability goals","1","1000","0.001","",""
"wider 120m biomass","wider 120m biomass","1","1000","0.001","",""
"widen renewables portfolio","widen renewables portfolio","1","1000","0.001","",""
"wide variety renewable","wide variety renewable","1","1000","0.001","",""
"wide scale udall","wide scale udall","1","1000","0.001","",""
"wide margin eia","wide margin eia","1","1000","0.001","",""
"wide expertise allows","wide expertise allows","1","1000","0.001","",""
"whopping percent renewable","whopping percent renewable","1","1000","0.001","",""
"wholesale variety fossil","wholesale variety fossil","1","1000","0.001","",""
"white river national","white river national","1","1000","0.001","",""
"white label partners","white label partners","1","1000","0.001","",""
"white label manufacturing","white label manufacturing","1","1000","0.001","",""
"white house clean","white house clean","1","1000","0.001","",""
"white blue collar","white blue collar","1","1000","0.001","",""
"whistlestop biomass starting","whistlestop biomass starting","1","1000","0.001","",""
"wheel reinstated hydroelectric","wheel reinstated hydroelectric","1","1000","0.001","",""
"wheat straw rapeseed","wheat straw rapeseed","1","1000","0.001","",""
"wheat rye barley","wheat rye barley","1","1000","0.001","",""
"whales species million","whales species million","1","1000","0.001","",""
"whales bodies feeding","whales bodies feeding","1","1000","0.001","",""
"whale research senior","whale research senior","1","1000","0.001","",""
"wetlands landfills biomass","wetlands landfills biomass","1","1000","0.001","",""
"western massachusetts contribute","western massachusetts contribute","1","1000","0.001","",""
"western bluefin fisheries","western bluefin fisheries","1","1000","0.001","",""
"west sacramento company","west sacramento company","1","1000","0.001","",""
"west hawaii reefs","west hawaii reefs","1","1000","0.001","",""
"west hawaii aquarium","west hawaii aquarium","1","1000","0.001","",""
"west coast maintaining","west coast maintaining","1","1000","0.001","",""
"well-known lower co2","well-known lower co2","1","1000","0.001","",""
"well-founded ecological principle","well-founded ecological principle","1","1000","0.001","",""
"welcomes robust scrutiny","welcomes robust scrutiny","1","1000","0.001","",""
"weight menhaden greater","weight menhaden greater","1","1000","0.001","",""
"weight class organism","weight class organism","1","1000","0.001","",""
"weight biomass living","weight biomass living","1","1000","0.001","",""
"weight biomass consumed","weight biomass consumed","1","1000","0.001","",""
"weigh living biomass","weigh living biomass","1","1000","0.001","",""
"weigh couple million","weigh couple million","1","1000","0.001","",""
"weeks concluded pollution","weeks concluded pollution","1","1000","0.001","",""
"week representatives deborah","week representatives deborah","1","1000","0.001","",""
"week drax shareholders","week drax shareholders","1","1000","0.001","",""
"week announced pilot","week announced pilot","1","1000","0.001","",""
"weeds so speak","weeds so speak","1","1000","0.001","",""
"weed reproduces so","weed reproduces so","1","1000","0.001","",""
"wednesday vessel operate","wednesday vessel operate","1","1000","0.001","",""
"wednesday laid stricter","wednesday laid stricter","1","1000","0.001","",""
"wednesday including biomass","wednesday including biomass","1","1000","0.001","",""
"website www.biomasscontrols.com email","website www.biomasscontrols.com email","1","1000","0.001","",""
"website microbes exist","website microbes exist","1","1000","0.001","",""
"weatherized transportation system","weatherized transportation system","1","1000","0.001","",""
"weatherization land acquisition","weatherization land acquisition","1","1000","0.001","",""
"weather patterns including","weather patterns including","1","1000","0.001","",""
"weather patterns higher","weather patterns higher","1","1000","0.001","",""
"weaponized nanotechnology nanomedicine","weaponized nanotechnology nanomedicine","1","1000","0.001","",""
"weapon intent strip","weapon intent strip","1","1000","0.001","",""
"wean old out-of-state","wean old out-of-state","1","1000","0.001","",""
"wean coal european","wean coal european","1","1000","0.001","",""
"wean biomass energy","wean biomass energy","1","1000","0.001","",""
"wave power basic","wave power basic","1","1000","0.001","",""
"watt-for-watt basis large-scale","watt-for-watt basis large-scale","1","1000","0.001","",""
"waterways percent fish","waterways percent fish","1","1000","0.001","",""
"waterways leading fewer","waterways leading fewer","1","1000","0.001","",""
"waters percent biomass","waters percent biomass","1","1000","0.001","",""
"watering down introducing","watering down introducing","1","1000","0.001","",""
"water-tube boiler horsepower","water-tube boiler horsepower","1","1000","0.001","",""
"water-management subsidiary greenhunter","water-management subsidiary greenhunter","1","1000","0.001","",""
"water wind biomass","water wind biomass","1","1000","0.001","",""
"water water-management subsidiary","water water-management subsidiary","1","1000","0.001","",""
"water waste management","water waste management","1","1000","0.001","",""
"water treatment plants","water treatment plants","1","1000","0.001","",""
"water systems panel's","water systems panel's","1","1000","0.001","",""
"water suffocating fish","water suffocating fish","1","1000","0.001","",""
"water quality standards","water quality standards","1","1000","0.001","",""
"water quality reducing","water quality reducing","1","1000","0.001","",""
"water quality permits","water quality permits","1","1000","0.001","",""
"water purified municipal","water purified municipal","1","1000","0.001","",""
"water purification distribution","water purification distribution","1","1000","0.001","",""
"water purification desalination","water purification desalination","1","1000","0.001","",""
"water percent greater","water percent greater","1","1000","0.001","",""
"water heaters metal","water heaters metal","1","1000","0.001","",""
"water generate electricity","water generate electricity","1","1000","0.001","",""
"water funds invest","water funds invest","1","1000","0.001","",""
"water europe far","water europe far","1","1000","0.001","",""
"water ecosystems species","water ecosystems species","1","1000","0.001","",""
"water cow buffalo","water cow buffalo","1","1000","0.001","",""
"water cope environmental","water cope environmental","1","1000","0.001","",""
"water cooling efficiently","water cooling efficiently","1","1000","0.001","",""
"water city generating","water city generating","1","1000","0.001","",""
"water circulating carbon","water circulating carbon","1","1000","0.001","",""
"water biomass solar","water biomass solar","1","1000","0.001","",""
"water biomass slow","water biomass slow","1","1000","0.001","",""
"water biomass heaters","water biomass heaters","1","1000","0.001","",""
"watching germany onyx","watching germany onyx","1","1000","0.001","",""
"wastewater recycling energy","wastewater recycling energy","1","1000","0.001","",""
"waste-to-power geothermal small","waste-to-power geothermal small","1","1000","0.001","",""
"waste-to-energy small hydro-electric","waste-to-energy small hydro-electric","1","1000","0.001","",""
"waste-to-energy investment fell","waste-to-energy investment fell","1","1000","0.001","",""
"waste-to-energy businesses company","waste-to-energy businesses company","1","1000","0.001","",""
"waste-to-energy biomass geothermal","waste-to-energy biomass geothermal","1","1000","0.001","",""
"waste-to-energy biomass carbon","waste-to-energy biomass carbon","1","1000","0.001","",""
"waste woodchips generate","waste woodchips generate","1","1000","0.001","",""
"waste wood sawdust","waste wood sawdust","1","1000","0.001","",""
"waste wood pulped","waste wood pulped","1","1000","0.001","",""
"waste wood burned","waste wood burned","1","1000","0.001","",""
"waste water purified","waste water purified","1","1000","0.001","",""
"waste substrates cyanobacteria","waste substrates cyanobacteria","1","1000","0.001","",""
"waste so concerted","waste so concerted","1","1000","0.001","",""
"waste segment held","waste segment held","1","1000","0.001","",""
"waste residue trees","waste residue trees","1","1000","0.001","",""
"waste pyrolysis process","waste pyrolysis process","1","1000","0.001","",""
"waste products protein","waste products protein","1","1000","0.001","",""
"waste product paper","waste product paper","1","1000","0.001","",""
"waste producing greenhouses","waste producing greenhouses","1","1000","0.001","",""
"waste mill debris","waste mill debris","1","1000","0.001","",""
"waste market properly","waste market properly","1","1000","0.001","",""
"waste management giant","waste management giant","1","1000","0.001","",""
"waste lumber industry's","waste lumber industry's","1","1000","0.001","",""
"waste leftover woody","waste leftover woody","1","1000","0.001","",""
"waste incineration plants","waste incineration plants","1","1000","0.001","",""
"waste geothermal sources","waste geothermal sources","1","1000","0.001","",""
"waste generate electricity","waste generate electricity","1","1000","0.001","",""
"waste fallen short","waste fallen short","1","1000","0.001","",""
"waste energy crops","waste energy crops","1","1000","0.001","",""
"waste electricity closing","waste electricity closing","1","1000","0.001","",""
"waste coal counted","waste coal counted","1","1000","0.001","",""
"waste botanicals distilling","waste botanicals distilling","1","1000","0.001","",""
"waste biomass waste","waste biomass waste","1","1000","0.001","",""
"waste biomass sugarcane","waste biomass sugarcane","1","1000","0.001","",""
"waste biomass produce","waste biomass produce","1","1000","0.001","",""
"waste biomass plastics","waste biomass plastics","1","1000","0.001","",""
"waste biomass inoculate","waste biomass inoculate","1","1000","0.001","",""
"waste biomass industrial","waste biomass industrial","1","1000","0.001","",""
"waste biomass gasifier","waste biomass gasifier","1","1000","0.001","",""
"waste biomass fuel","waste biomass fuel","1","1000","0.001","",""
"warren justin spitzer","warren justin spitzer","1","1000","0.001","",""
"warrants additional smell","warrants additional smell","1","1000","0.001","",""
"warns development programme","warns development programme","1","1000","0.001","",""
"warned european parliament","warned european parliament","1","1000","0.001","",""
"warned construction reduce","warned construction reduce","1","1000","0.001","",""
"warn industry putting","warn industry putting","1","1000","0.001","",""
"warn human society","warn human society","1","1000","0.001","",""
"warming undoing decades","warming undoing decades","1","1000","0.001","",""
"warming totally settled","warming totally settled","1","1000","0.001","",""
"warming stake determining","warming stake determining","1","1000","0.001","",""
"warming solutions forest","warming solutions forest","1","1000","0.001","",""
"warm oslo reuters","warm oslo reuters","1","1000","0.001","",""
"warm greenhouses mill","warm greenhouses mill","1","1000","0.001","",""
"war words dollars","war words dollars","1","1000","0.001","",""
"waning interests reducing","waning interests reducing","1","1000","0.001","",""
"wait grid arrive","wait grid arrive","1","1000","0.001","",""
"w2e storage sectors","w2e storage sectors","1","1000","0.001","",""
"vt vermont's largest","vt vermont's largest","1","1000","0.001","",""
"vote force epa","vote force epa","1","1000","0.001","",""
"vote 470m acquisition","vote 470m acquisition","1","1000","0.001","",""
"voluntary climate action","voluntary climate action","1","1000","0.001","",""
"volume unnecessary highly","volume unnecessary highly","1","1000","0.001","",""
"volume biomass progress","volume biomass progress","1","1000","0.001","",""
"volume biomass consumable","volume biomass consumable","1","1000","0.001","",""
"voltage 2.0 day","voltage 2.0 day","1","1000","0.001","",""
"volcanoes anthropogenic sources","volcanoes anthropogenic sources","1","1000","0.001","",""
"vitamin-sized pellets transporting","vitamin-sized pellets transporting","1","1000","0.001","",""
"vitalis cis retains","vitalis cis retains","1","1000","0.001","",""
"vital health forests","vital health forests","1","1000","0.001","",""
"vital achieving global","vital achieving global","1","1000","0.001","",""
"vismedia eu moved","vismedia eu moved","1","1000","0.001","",""
"visits wind farms","visits wind farms","1","1000","0.001","",""
"visit website www.biomasscontrols.com","visit website www.biomasscontrols.com","1","1000","0.001","",""
"visibility clouded impairing","visibility clouded impairing","1","1000","0.001","",""
"viruses active organisms","viruses active organisms","1","1000","0.001","",""
"virtual reality company","virtual reality company","1","1000","0.001","",""
"virginia tennessee north","virginia tennessee north","1","1000","0.001","",""
"virent energy systems","virent energy systems","1","1000","0.001","",""
"vine called galium","vine called galium","1","1000","0.001","",""
"vilsack plenty satisfy","vilsack plenty satisfy","1","1000","0.001","",""
"view selling profitably","view selling profitably","1","1000","0.001","",""
"view held forest","view held forest","1","1000","0.001","",""
"vietnam new pellet","vietnam new pellet","1","1000","0.001","",""
"vidoni parents started","vidoni parents started","1","1000","0.001","",""
"video whales bodies","video whales bodies","1","1000","0.001","",""
"video forest biomass","video forest biomass","1","1000","0.001","",""
"video emerged earth","video emerged earth","1","1000","0.001","",""
"video data integration","video data integration","1","1000","0.001","",""
"vice president swift","vice president swift","1","1000","0.001","",""
"vice president manager","vice president manager","1","1000","0.001","",""
"vibrant energy market","vibrant energy market","1","1000","0.001","",""
"viagra cattle cloning","viagra cattle cloning","1","1000","0.001","",""
"viable smaller scales","viable smaller scales","1","1000","0.001","",""
"viable conversion biomass","viable conversion biomass","1","1000","0.001","",""
"viable carbon pumped","viable carbon pumped","1","1000","0.001","",""
"veto threat governor","veto threat governor","1","1000","0.001","",""
"veteran greenland glaciologist","veteran greenland glaciologist","1","1000","0.001","",""
"vesta common mineral","vesta common mineral","1","1000","0.001","",""
"vessel operate methanol","vessel operate methanol","1","1000","0.001","",""
"vertebrates characterized earth","vertebrates characterized earth","1","1000","0.001","",""
"vertebrate biomass land","vertebrate biomass land","1","1000","0.001","",""
"version feedstock labels","version feedstock labels","1","1000","0.001","",""
"version erectile dysfunction","version erectile dysfunction","1","1000","0.001","",""
"version account local","version account local","1","1000","0.001","",""
"vermont supreme court","vermont supreme court","1","1000","0.001","",""
"verbier switzerland named","verbier switzerland named","1","1000","0.001","",""
"veolia won slot","veolia won slot","1","1000","0.001","",""
"veolia announced plans","veolia announced plans","1","1000","0.001","",""
"ventures including generic","ventures including generic","1","1000","0.001","",""
"venture capital investment","venture capital investment","1","1000","0.001","",""
"ventilation air conditioning","ventilation air conditioning","1","1000","0.001","",""
"vendors price trends","vendors price trends","1","1000","0.001","",""
"vendor landscape regional","vendor landscape regional","1","1000","0.001","",""
"vehicles sits triple-function","vehicles sits triple-function","1","1000","0.001","",""
"vehicles forklifts offers","vehicles forklifts offers","1","1000","0.001","",""
"vehicles evs carbon","vehicles evs carbon","1","1000","0.001","",""
"vehicles biomass burning","vehicles biomass burning","1","1000","0.001","",""
"vehicle energy storage","vehicle energy storage","1","1000","0.001","",""
"vegetation types amazon","vegetation types amazon","1","1000","0.001","",""
"vegetation type information","vegetation type information","1","1000","0.001","",""
"vegetation type biomass","vegetation type biomass","1","1000","0.001","",""
"vegetation structure study","vegetation structure study","1","1000","0.001","",""
"vegetation index help","vegetation index help","1","1000","0.001","",""
"vegetation biomass satellite","vegetation biomass satellite","1","1000","0.001","",""
"vegetation biomass agricultural","vegetation biomass agricultural","1","1000","0.001","",""
"vegetable biomass agricultural","vegetable biomass agricultural","1","1000","0.001","",""
"vectors solar wind","vectors solar wind","1","1000","0.001","",""
"vaxjo's power plant","vaxjo's power plant","1","1000","0.001","",""
"vaxjo swedish cities","vaxjo swedish cities","1","1000","0.001","",""
"vast stretch blacktop","vast stretch blacktop","1","1000","0.001","",""
"vast majority microbial","vast majority microbial","1","1000","0.001","",""
"vast industrial scale","vast industrial scale","1","1000","0.001","",""
"vast amounts carbon","vast amounts carbon","1","1000","0.001","",""
"varzea flooded forest","varzea flooded forest","1","1000","0.001","",""
"varying degrees biomass","varying degrees biomass","1","1000","0.001","",""
"variety products retailers","variety products retailers","1","1000","0.001","",""
"variety organic fertilizer","variety organic fertilizer","1","1000","0.001","",""
"variety fossil fuel","variety fossil fuel","1","1000","0.001","",""
"varieties hemp grow","varieties hemp grow","1","1000","0.001","",""
"varieties biomass-based diesel","varieties biomass-based diesel","1","1000","0.001","",""
"variables fast wood","variables fast wood","1","1000","0.001","",""
"variables classify land","variables classify land","1","1000","0.001","",""
"vape products edibles","vape products edibles","1","1000","0.001","",""
"vandana shiva willing","vandana shiva willing","1","1000","0.001","",""
"van duivenbode adding","van duivenbode adding","1","1000","0.001","",""
"valued bn anticipated","valued bn anticipated","1","1000","0.001","",""
"value unused biomass","value unused biomass","1","1000","0.001","",""
"value post-mining land","value post-mining land","1","1000","0.001","",""
"value hardwood pellet","value hardwood pellet","1","1000","0.001","",""
"valuable resources improve","valuable resources improve","1","1000","0.001","",""
"valuable fibers sourced","valuable fibers sourced","1","1000","0.001","",""
"valuable chemical outputs","valuable chemical outputs","1","1000","0.001","",""
"valley write congressional","valley write congressional","1","1000","0.001","",""
"valley process 200lbs","valley process 200lbs","1","1000","0.001","",""
"valley compete solar","valley compete solar","1","1000","0.001","",""
"valley bread basket","valley bread basket","1","1000","0.001","",""
"valley america's family","valley america's family","1","1000","0.001","",""
"valens company largest","valens company largest","1","1000","0.001","",""
"val thoren award","val thoren award","1","1000","0.001","",""
"vaccines rest tree","vaccines rest tree","1","1000","0.001","",""
"uttar pradesh august","uttar pradesh august","1","1000","0.001","",""
"utilizing cellulose back","utilizing cellulose back","1","1000","0.001","",""
"utilized coal-fired power","utilized coal-fired power","1","1000","0.001","",""
"utilize volume biomass","utilize volume biomass","1","1000","0.001","",""
"utilization wood pellets","utilization wood pellets","1","1000","0.001","",""
"utilization harvest residues","utilization harvest residues","1","1000","0.001","",""
"utility-scale residents rooftop","utility-scale residents rooftop","1","1000","0.001","",""
